App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Polarity,Apple_Store_Rating,Apple_Store_Reviews,Apple_Store_Price
Thomas & Friends: Race On!,FAMILY,4.1,29319,26.0,5000000,Free,0.0,Everyone,Casual;Action & Adventure,2018-05-18,2.4,4.4 and up,0.0,,,
Super School: Educational Kids Games & Rhymes,FAMILY,4.5,1791,56.0,500000,Free,0.0,Everyone,Education;Education,2018-06-02,5.3.11,5.0 and up,0.0,,,
Fruit Cube Blast,FAMILY,4.6,9199,80.0,500000,Free,0.0,Everyone,Puzzle;Brain Games,2018-08-03,1.2.7,4.1 and up,0.0,,,
Toddler Kids Puzzles PUZZINGO,FAMILY,4.6,14014,60.0,1000000,Free,0.0,Everyone,Education;Education,2018-07-06,7.32,4.0.3 and up,0.0,,,
Intellijoy Early Learning Academy,FAMILY,4.3,160,67.0,50000,Free,0.0,Everyone,Education;Education,2018-06-18,3.4.0,Varies with device,0.0,,,
Dr. Panda Town: Vacation,FAMILY,3.8,10366,78.0,1000000,Free,0.0,Everyone,Education;Pretend Play,2018-07-24,1.2.1,4.1 and up,0.0928071500439664,,,
Leo and Tig,FAMILY,4.5,47644,27.0,1000000,Free,0.0,Everyone,Adventure;Action & Adventure,2018-05-31,10.180530,4.0.3 and up,0.0,,,
Fuzzy Seasons: Animal Forest,FAMILY,4.8,12137,63.0,100000,Free,0.0,Everyone 10+,Simulation;Pretend Play,2018-08-06,149,4.1 and up,0.1689332257524221,,,
Montessori Preschool,FAMILY,3.9,237,26.0,100000,Free,0.0,Everyone,Education;Education,2018-07-12,1.7.2,4.1 and up,0.0,,,
Kids Corner: Interactive Tales and Games for kids,FAMILY,4.5,6404,46.0,500000,Free,0.0,Everyone,Educational;Brain Games,2018-07-16,1.8.3,4.1 and up,0.0,,,
Cutie Cubies,FAMILY,4.4,6356,83.0,500000,Free,0.0,Everyone,Puzzle;Creativity,2018-07-04,1.180702,4.1 and up,0.0,,,
My Little Princess : Stores,FAMILY,4.3,169,60.0,5000,Paid,2.99,Everyone,Educational;Pretend Play,2018-05-25,1.08,4.1 and up,0.0,,,
Sago Mini Big City,FAMILY,4.2,8,44.0,1000,Paid,3.99,Everyone,Education;Pretend Play,2018-07-09,1.1,4.4 and up,0.0,,,
Pinkalicious Party,FAMILY,3.0,2,82.0,500,Paid,2.99,Everyone,Educational;Creativity,2018-06-25,1.5.0,4.1 and up,0.0,,,
ROBLOX,FAMILY,4.5,4450855,67.0,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,2.347.225742,4.1 and up,0.0,,,
PJ Masks: Moonlight Heroes,FAMILY,4.4,86961,99.0,10000000,Free,0.0,Everyone,Casual;Action & Adventure,2018-06-05,2.0.1,4.0.3 and up,0.0,,,
Dog Run - Pet Dog Simulator,FAMILY,4.7,48701,24.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,2018-05-22,1.4.12,4.1 and up,0.1370985540334855,,,
Moana Island Life,FAMILY,4.1,15246,78.0,1000000,Free,0.0,Everyone,Simulation;Action & Adventure,2017-07-12,3.2.473.202,4.0 and up,0.0,,,
Farming Simulator 14,FAMILY,4.5,530904,51.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,2017-07-17,1.4.4,2.3.3 and up,0.0581279222547604,,,
My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,4.6,106750,94.0,1000000,Free,0.0,Everyone,Simulation;Action & Adventure,2018-06-29,1.221,4.1 and up,0.0,,,
My Little Pony Rainbow Runners,FAMILY,4.3,33785,16.0,5000000,Free,0.0,Everyone,Casual;Action & Adventure,2017-12-20,1.3,4.1 and up,0.0,,,
Extreme Racing 2 - Real driving RC cars game!,FAMILY,4.3,4207,93.0,500000,Free,0.0,Everyone,Racing;Action & Adventure,2017-08-31,1.1.9,4.1 and up,0.023667328042328,,,
Cars: Lightning League,FAMILY,4.5,58795,77.0,10000000,Free,0.0,Everyone,Racing;Action & Adventure,2018-05-21,1.6,4.0.3 and up,0.0,,,
Little Panda Run,FAMILY,4.2,3235,32.0,1000000,Free,0.0,Everyone,Educational;Action & Adventure,2018-06-20,8.25.10.00,4.0.3 and up,0.0,,,
Snoopy's Town Tale - City Building Simulator,FAMILY,4.2,47031,58.0,1000000,Free,0.0,Everyone,Simulation;Action & Adventure,2018-07-30,3.2.4,4.4 and up,0.0,,,
Car Racing game for Kids - Beepzz Dogs 🐕,FAMILY,4.4,131,48.0,100000,Free,0.0,Everyone,Racing;Action & Adventure,2018-06-13,1.1.1,4.2 and up,0.0,,,
Pony Friends 🦄 - Beepzz racing game for kids,FAMILY,4.5,114,69.0,50000,Free,0.0,Everyone,Racing;Action & Adventure,2018-06-13,1.4.3,4.2 and up,0.0,,,
LEGO® Juniors Create & Cruise,FAMILY,4.1,673203,73.0,50000000,Free,0.0,Everyone,Educational;Action & Adventure,2018-01-19,6.7.5222,4.1 and up,0.0,,,
Xtreme Racing 2018 - Jeep & 4x4 off road simulator,FAMILY,4.2,2178,99.0,500000,Free,0.0,Everyone,Racing;Action & Adventure,2017-08-23,1.0.8,4.1 and up,0.0,,,
Thomas & Friends: Go Go Thomas,FAMILY,4.1,175625,16.0,10000000,Free,0.0,Everyone,Racing;Action & Adventure,2017-11-22,1.4,4.1 and up,0.0,,,
Ninja Dash - Ronin Jump RPG,FAMILY,4.7,8508,54.0,500000,Free,0.0,Everyone 10+,Arcade;Action & Adventure,2018-08-02,1.1.23,4.0.3 and up,0.0,,,
Paw Patrol by ShuffleCards,FAMILY,4.3,3484,56.0,1000000,Free,0.0,Everyone,Entertainment;Action & Adventure,2017-03-07,1.0.1,4.0 and up,0.0,,,
Plants vs. Zombies™ Heroes,FAMILY,4.4,379415,68.0,10000000,Free,0.0,Everyone,Casual;Action & Adventure,2018-06-26,1.28.01,4.1 and up,0.0,,,
Transformers Rescue Bots: Disaster Dash,FAMILY,4.4,19245,25.0,1000000,Free,0.0,Everyone,Casual;Action & Adventure,2018-03-28,1.3,4.1 and up,0.0,,,
PAC-MAN Pop,FAMILY,4.3,24877,54.0,5000000,Free,0.0,Everyone,Puzzle;Action & Adventure,2018-06-20,2.1.6579,4.1 and up,0.0,,,
Monster Truck Driver & Racing,FAMILY,4.4,765,51.0,1000000,Free,0.0,Everyone,Education;Action & Adventure,2017-01-19,1.0.9,2.3 and up,0.0,,,
Strawberry Shortcake BerryRush,FAMILY,4.3,525552,48.0,10000000,Free,0.0,Everyone,Action;Action & Adventure,2017-10-15,1.2.3,2.3 and up,0.0,,,
Little Fire Station,FAMILY,4.2,3762,44.0,1000000,Free,0.0,Everyone,Education;Action & Adventure,2018-07-02,1.47,4.3 and up,0.0,,,
Ice Cream Jump,FAMILY,4.2,141363,8.7,10000000,Free,0.0,Everyone,Casual;Action & Adventure,2018-01-21,1.20.2,2.3 and up,0.0,,,
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,2018-08-02,3.2.0h,4.0.3 and up,0.0870296552695868,,,
Turbo FAST,FAMILY,4.3,1329192,97.0,50000000,Free,0.0,Everyone,Racing;Action & Adventure,2017-10-04,2.1.20,2.3.3 and up,0.0,,,
My Little Pony: Harmony Quest,FAMILY,4.1,148295,26.0,10000000,Free,0.0,Everyone,Casual;Action & Adventure,2018-03-05,1.6,4.1 and up,0.0,,,
Transformers Rescue Bots: Hero Adventures,FAMILY,4.2,41273,16.0,5000000,Free,0.0,Everyone,Adventure;Action & Adventure,2018-07-05,1.5,4.1 and up,0.0,,,
Equestria Girls,FAMILY,4.3,392596,53.0,10000000,Free,0.0,Everyone,Role Playing;Action & Adventure,2016-07-22,37893,4.0 and up,0.0438083774216586,,,
DC Super Hero Girls™,FAMILY,4.3,43060,95.0,5000000,Free,0.0,Everyone,Action;Action & Adventure,2018-06-29,2.8.0,4.0 and up,0.3340090240641711,,,
Disney Crossy Road,FAMILY,4.5,514088,83.0,10000000,Free,0.0,Everyone,Arcade;Action & Adventure,2018-05-30,3.200.18289,4.4 and up,0.0,,,
Touch Racing 2 - Mini RC Race,FAMILY,4.1,41867,78.0,1000000,Free,0.0,Everyone,Racing;Action & Adventure,2017-05-18,1.4.2.1,2.3.3 and up,0.0,,,
Toca Kitchen 2,FAMILY,4.5,1014846,56.0,50000000,Free,0.0,Everyone,Educational;Pretend Play,2017-06-29,1.2.3-play,4.1 and up,0.0,,,
Doctor Pets,FAMILY,4.2,23060,21.0,1000000,Free,0.0,Everyone,Educational;Education,2018-07-26,1.19,4.1 and up,0.1688020833333333,,,
Supermarket – Game for Kids,FAMILY,4.4,112080,26.0,10000000,Free,0.0,Everyone,Casual;Pretend Play,2018-07-26,1.24,4.1 and up,0.0,,,
Supermarket Manager: Cashier Simulator Kids Games,FAMILY,4.0,15489,60.0,1000000,Free,0.0,Everyone,Casual;Pretend Play,2017-10-11,2.4.9,4.0 and up,0.0,,,
Kids Animals Jigsaw Puzzles 😄,FAMILY,4.1,51895,22.0,10000000,Free,0.0,Everyone,Educational;Brain Games,2018-06-16,18.1,4.2 and up,0.0,,,
DC Super Hero Girls™,FAMILY,4.3,43060,95.0,5000000,Free,0.0,Everyone,Action;Action & Adventure,2018-06-29,2.8.0,4.0 and up,0.3340090240641711,,,
Strawberry Shortcake BerryRush,FAMILY,4.3,525552,48.0,10000000,Free,0.0,Everyone,Action;Action & Adventure,2017-10-15,1.2.3,2.3 and up,0.0,,,
Inside Out Thought Bubbles,FAMILY,4.4,623398,58.0,10000000,Free,0.0,Everyone,Puzzle;Brain Games,2017-08-31,1.22.0,4.0.3 and up,0.0,,,
Disney Magic Kingdoms: Build Your Own Magical Park,FAMILY,4.3,472584,91.0,10000000,Free,0.0,Everyone,Simulation;Action & Adventure,2018-08-02,3.2.0h,4.0.3 and up,0.0870296552695868,,,
Monster High™,FAMILY,4.1,66661,22.0,5000000,Free,0.0,Everyone,Casual;Pretend Play,2018-02-02,5.2,4.1 and up,0.0,,,
Cute Pet Puppies,FAMILY,4.0,10447,36.0,1000000,Free,0.0,Everyone,Simulation;Action & Adventure,2016-02-18,1.0.4,2.3 and up,0.0,,,
Frozen Free Fall,FAMILY,4.3,1574197,37.0,50000000,Free,0.0,Everyone,Puzzle;Action & Adventure,2018-07-27,6.7.0,4.2 and up,0.0601056998556998,,,
Monster High™ Minis Mania,FAMILY,4.6,19170,70.0,1000000,Free,0.0,Everyone,Strategy;Action & Adventure,2017-03-15,1.4.2,4.0.3 and up,0.0,,,
Shopkins World!,FAMILY,4.3,169609,34.0,10000000,Free,0.0,Everyone,Arcade;Action & Adventure,2018-06-13,3.6.1,4.1 and up,0.0,,,
Monica Toy TV,FAMILY,4.7,6188,49.0,500000,Free,0.0,Everyone 10+,Entertainment;Music & Video,2018-04-03,1.6.4,4.1 and up,0.0,,,
Toy Guitar with songs for kids,FAMILY,4.3,1369,9.8,500000,Free,0.0,Everyone,Music & Audio;Music & Video,2016-03-05,1.0.3,2.3 and up,0.0,,,
Endless Numbers,FAMILY,4.4,2952,37.0,500000,Free,0.0,Everyone,Education;Education,2018-06-19,1.2.0,5.1 and up,0.0,,,
Sworkit Kids - Fitness Meets Fun,FAMILY,4.7,9856,55.0,100000,Free,0.0,Everyone,Health & Fitness;Education,2016-02-02,1.1.1,4.0 and up,0.0,,,
Earth to Luna! Watch and Play,FAMILY,3.9,10753,84.0,1000000,Free,0.0,Everyone,Educational;Education,2018-07-23,2.5.6,4.1 and up,0.0,,,
Nancy Drew Codes and Clues,FAMILY,4.1,154,16.0,10000,Free,0.0,Everyone,Educational;Education,2017-01-13,2.0.0,4.1 and up,0.0,,,
Masha and the Bear Child Games,FAMILY,4.1,288523,92.0,10000000,Free,0.0,Everyone,Adventure;Education,2018-05-08,2.7.4,4.0 and up,0.0,,,
codeSpark Academy & The Foos,FAMILY,4.1,4522,57.0,500000,Free,0.0,Everyone,Educational;Education,2018-06-21,2.19.01,4.1 and up,0.0,,,
Toca Life: City,FAMILY,4.7,31100,24.0,500000,Paid,3.99,Everyone,Education;Pretend Play,2018-07-06,1.5-play,4.4 and up,0.0,4.26,710362.0,0.0
LEGO® Friends,FAMILY,4.4,854,6.9,10000,Paid,4.99,Everyone,Casual;Pretend Play,2015-12-01,Varies with device,4.0.3 and up,0.0,,,
My Little Work – Garage,FAMILY,4.3,560,44.0,10000,Paid,3.99,Everyone,Casual;Education,2015-06-17,2.0.1,2.3 and up,0.0,,,
"Alizay, pirate girl",FAMILY,4.5,197,11.0,1000,Paid,2.99,Everyone,Casual;Action & Adventure,2017-03-23,4.0.2,2.3 and up,0.0,,,
Word Search Games in english,FAMILY,4.3,63186,16.0,10000000,Free,0.0,Everyone,Puzzle;Brain Games,2018-07-12,7.5,4.0.3 and up,0.0,,,
Chess Free,FAMILY,4.3,23772,17.0,5000000,Free,0.0,Everyone,Board;Brain Games,2017-08-02,1.15.3028.0,2.3 and up,0.0,,,
Tic Tac Toe,FAMILY,4.1,6007,18.0,1000000,Free,0.0,Everyone,Board;Action & Adventure,2017-07-03,1.6.3028.0,2.3 and up,0.0,,,
Dominos Game ✔️,FAMILY,4.1,2903,16.0,1000000,Free,0.0,Everyone,Board;Brain Games,2018-07-05,5.2,4.1 and up,0.0232155344655344,,,
Checkers ✔️,FAMILY,4.1,3617,19.0,1000000,Free,0.0,Everyone,Board;Brain Games,2018-07-24,4.0.2,4.1 and up,0.0648346811367644,,,
Crazy Colors: Bubbles Matching,FAMILY,4.6,3063,1.6,100000,Free,0.0,Everyone,Board;Brain Games,2018-05-24,2.9.7,3.0 and up,0.0,,,
Chess for Kids - Play & Learn,FAMILY,4.1,3234,47.0,100000,Free,0.0,Everyone,Puzzle;Brain Games,2018-05-15,2.2.3,4.1 and up,0.0,,,
Block Puzzle : Night in Egypt,FAMILY,4.4,276,16.0,50000,Free,0.0,Everyone,Puzzle;Brain Games,2017-09-12,1.2.16,2.3 and up,0.0,,,
Mosaic puzzles,FAMILY,4.4,1595,14.0,500000,Free,0.0,Everyone,Puzzle;Brain Games,2018-07-04,2.8,4.0.3 and up,0.0,,,
RISK: Global Domination,FAMILY,4.0,68559,75.0,5000000,Free,0.0,Everyone,Board;Action & Adventure,2018-07-31,1.19.56.434,4.4 and up,0.0,,,
Pino chess,FAMILY,4.8,61,25.0,1000,Free,0.0,Everyone,Casual;Brain Games,2017-01-26,0.1.0,4.0 and up,0.0,,,
Chess PRO Free,FAMILY,3.8,1123,5.7,100000,Free,0.0,Everyone,Board;Brain Games,2016-09-08,4.2,2.3 and up,0.0,,,
All-in-One Mahjong 3 FREE,FAMILY,4.5,566,17.0,50000,Free,0.0,Everyone,Board;Brain Games,2018-06-13,20180609,4.0 and up,0.5,,,
Hactar Go,FAMILY,4.8,97,3.5,1000,Paid,2.99,Everyone,Board;Brain Games,2018-03-30,2.4.15,4.0 and up,0.0,,,
All-in-One Mahjong 3,FAMILY,4.4,38,16.0,100,Paid,0.99,Everyone,Board;Brain Games,2018-06-14,20180609,4.0 and up,0.0,,,
World Racers family board game,FAMILY,4.8,4,42.0,100,Paid,0.99,Everyone,Board;Pretend Play,2015-09-03,1.1,5.1 and up,0.0,,,
SweetLand — Family Board Game,FAMILY,4.2,38,47.0,1000,Paid,0.99,Everyone,Casual;Pretend Play,2014-11-14,1.2,2.3.3 and up,0.0,,,
Steam: Rails to Riches,FAMILY,4.2,214,67.0,5000,Paid,4.99,Everyone,Board;Brain Games,2017-12-13,3.3.1,4.1 and up,0.0,,,
Whoowasit? - Best kids game!,FAMILY,4.0,248,26.0,5000,Paid,2.99,Everyone,Board;Action & Adventure,2018-07-24,1.6,4.1 and up,0.0,,,
Lanterns: The Harvest Festival,FAMILY,4.7,185,72.0,1000,Paid,4.99,Everyone,Board;Brain Games,2018-05-01,1.16.5,4.1 and up,0.0,,,
Tsuro - The Game of the Path,FAMILY,4.7,2195,37.0,10000,Paid,2.99,Everyone,Board;Brain Games,2016-08-02,1.3.3,2.3 and up,0.0,,,
THE aMAZEing Labyrinth,FAMILY,3.9,1615,1.2,10000,Paid,4.99,Everyone,Board;Brain Games,2016-02-09,1.0.3,4.0 and up,0.0,,,
Chess and Mate,FAMILY,4.5,359,17.0,5000,Paid,4.99,Everyone,Board;Brain Games,2015-08-12,2.0.5,2.3 and up,0.0,,,
Kids Balloon Pop Game Free 🎈,FAMILY,4.1,38021,19.0,10000000,Free,0.0,Everyone,Casual;Music & Video,2018-07-06,18.2,4.0.3 and up,0.0,,,
Sounds for Toddlers FREE,FAMILY,4.4,6190,23.0,1000000,Free,0.0,Everyone,Educational;Education,2015-08-24,1.7.1,4.0 and up,0.0,,,
Elmo Calls by Sesame Street,FAMILY,3.9,6903,25.0,1000000,Free,0.0,Everyone,Educational;Pretend Play,2018-01-31,2.0.7,2.3 and up,0.0,,,
Sago Mini Friends,FAMILY,4.4,13155,83.0,1000000,Free,0.0,Everyone,Education;Pretend Play,2016-06-16,1.3,4.0.3 and up,0.0,,,
Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496,94.0,100000,Free,0.0,Everyone,Education;Education,2018-07-11,1.0,4.2 and up,0.0,,,
Tee and Mo Bath Time Free,FAMILY,3.6,418,97.0,100000,Free,0.0,Everyone,Educational;Education,2016-11-07,1.0.3,4.0.3 and up,0.0,,,
Bita and the Animals - Pelos Ares,FAMILY,4.4,1160,37.0,100000,Free,0.0,Everyone,Education;Music & Video,2013-05-22,1.0,2.2 and up,0.0,,,
TO-FU Oh!SUSHI,FAMILY,4.1,59917,92.0,5000000,Free,0.0,Everyone,Education;Pretend Play,2018-07-31,2.3,4.4 and up,0.0,,,
DreamWorks Friends,FAMILY,3.6,1042,48.0,100000,Free,0.0,Everyone,Role Playing;Pretend Play,2017-08-04,2.5,4.3 and up,-0.0017880828486889,,,
Avokiddo Emotions,FAMILY,4.6,73,12.0,1000,Paid,2.99,Everyone,Education;Pretend Play,2018-05-21,1.7.0,4.0.3 and up,0.0,,,
Nighty Night Circus,FAMILY,4.3,382,15.0,10000,Paid,2.99,Everyone,Education;Action & Adventure,2017-03-07,2.6,2.3 and up,0.0,,,
Sago Mini Babies,FAMILY,4.5,253,83.0,10000,Paid,3.99,Everyone,Education;Pretend Play,2016-10-28,1.1,4.0.3 and up,0.0,,,
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5,50000,Paid,3.99,Everyone,Casual;Pretend Play,2014-12-09,1.8,4.0 and up,0.180236682925485,,,
Kids Balloon Pop Game Free 🎈,FAMILY,4.1,38021,19.0,10000000,Free,0.0,Everyone,Casual;Music & Video,2018-07-06,18.2,4.0.3 and up,0.0,,,
Sounds for Toddlers FREE,FAMILY,4.4,6190,23.0,1000000,Free,0.0,Everyone,Educational;Education,2015-08-24,1.7.1,4.0 and up,0.0,,,
Elmo Calls by Sesame Street,FAMILY,3.9,6903,25.0,1000000,Free,0.0,Everyone,Educational;Pretend Play,2018-01-31,2.0.7,2.3 and up,0.0,,,
Sago Mini Friends,FAMILY,4.4,13155,83.0,1000000,Free,0.0,Everyone,Education;Pretend Play,2016-06-16,1.3,4.0.3 and up,0.0,,,
Papumba Academy - Fun Learning For Kids,FAMILY,4.4,496,94.0,100000,Free,0.0,Everyone,Education;Education,2018-07-11,1.0,4.2 and up,0.0,,,
Tee and Mo Bath Time Free,FAMILY,3.6,418,97.0,100000,Free,0.0,Everyone,Educational;Education,2016-11-07,1.0.3,4.0.3 and up,0.0,,,
Bita and the Animals - Pelos Ares,FAMILY,4.4,1160,37.0,100000,Free,0.0,Everyone,Education;Music & Video,2013-05-22,1.0,2.2 and up,0.0,,,
TO-FU Oh!SUSHI,FAMILY,4.1,59917,92.0,5000000,Free,0.0,Everyone,Education;Pretend Play,2018-07-31,2.3,4.4 and up,0.0,,,
DreamWorks Friends,FAMILY,3.6,1042,48.0,100000,Free,0.0,Everyone,Role Playing;Pretend Play,2017-08-04,2.5,4.3 and up,-0.0017880828486889,,,
Avokiddo Emotions,FAMILY,4.6,73,12.0,1000,Paid,2.99,Everyone,Education;Pretend Play,2018-05-21,1.7.0,4.0.3 and up,0.0,,,
Nighty Night Circus,FAMILY,4.3,382,15.0,10000,Paid,2.99,Everyone,Education;Action & Adventure,2017-03-07,2.6,2.3 and up,0.0,,,
Sago Mini Babies,FAMILY,4.5,253,83.0,10000,Paid,3.99,Everyone,Education;Pretend Play,2016-10-28,1.1,4.0.3 and up,0.0,,,
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3396,9.5,50000,Paid,3.99,Everyone,Casual;Pretend Play,2014-12-09,1.8,4.0 and up,0.180236682925485,,,
ROBLOX,FAMILY,4.5,4450890,67.0,100000000,Free,0.0,Everyone 10+,Adventure;Action & Adventure,2018-07-31,2.347.225742,4.1 and up,0.0,,,
Barbie Life™,FAMILY,3.9,133117,63.0,5000000,Free,0.0,Everyone,Casual;Pretend Play,2018-07-12,2.6,4.1 and up,0.1626129718234981,,,
Baby Panda Care,FAMILY,4.2,108795,49.0,10000000,Free,0.0,Everyone,Educational;Pretend Play,2018-06-15,8.25.10.00,4.0.3 and up,0.1720189393939393,,,
Palace Pets in Whisker Haven,FAMILY,4.1,47213,14.0,5000000,Free,0.0,Everyone,Entertainment;Pretend Play,2017-12-09,1.8,4.2 and up,0.0,,,
Sweet Baby Girl - Dream House and Play Time,FAMILY,3.9,95537,58.0,10000000,Free,0.0,Everyone,Educational;Education,2018-07-13,2.2.54,4.4 and up,0.0,,,
Monster High™,FAMILY,4.1,66660,22.0,5000000,Free,0.0,Everyone,Casual;Pretend Play,2018-02-02,5.2,4.1 and up,0.0,,,
Hello Kitty Lunchbox,FAMILY,4.2,51838,15.0,5000000,Free,0.0,Everyone,Casual;Creativity,2017-11-21,1.6,4.1 and up,-0.052718386597063,,,
Sweet Baby Girl Newborn Baby,FAMILY,3.8,36028,50.0,5000000,Free,0.0,Everyone,Educational;Education,2018-07-02,1.3.51,4.4 and up,0.0,,,
COOKING MAMA Let's Cook!,FAMILY,4.3,528745,59.0,10000000,Free,0.0,Everyone,Educational;Pretend Play,2018-07-26,1.38.0,4.1 and up,0.2189220865113722,,,
Shopkins World!,FAMILY,4.3,169609,34.0,10000000,Free,0.0,Everyone,Arcade;Action & Adventure,2018-06-13,3.6.1,4.1 and up,0.0,,,
Ever After High™ Charmed Style,FAMILY,3.9,44062,54.0,1000000,Free,0.0,Everyone,Casual;Pretend Play,2016-12-30,1.3,4.0.3 and up,0.0,,,
Equestria Girls,FAMILY,4.3,392596,53.0,10000000,Free,0.0,Everyone,Role Playing;Action & Adventure,2016-07-22,37893,4.0 and up,0.0438083774216586,,,
Frozen Free Fall,FAMILY,4.3,1574204,37.0,50000000,Free,0.0,Everyone,Puzzle;Action & Adventure,2018-07-27,6.7.0,4.2 and up,0.0601056998556998,,,
Nick,FAMILY,4.2,123322,25.0,10000000,Free,0.0,Everyone 10+,Entertainment;Music & Video,2018-01-24,2.0.8,4.4 and up,0.0,,,
Thomas & Friends: Race On!,FAMILY,4.1,29319,26.0,5000000,Free,0.0,Everyone,Casual;Action & Adventure,2018-05-18,2.4,4.4 and up,0.0,,,
Mad Libs,FAMILY,4.0,8126,61.0,1000000,Free,0.0,Everyone,Entertainment;Brain Games,2018-07-31,1.1.1,6.0 and up,0.0,,,
Inside Out Thought Bubbles,FAMILY,4.4,623398,58.0,10000000,Free,0.0,Everyone,Puzzle;Brain Games,2017-08-31,1.22.0,4.0.3 and up,0.0,,,
ABCmouse.com,FAMILY,4.3,50887,91.0,5000000,Free,0.0,Everyone,Education;Education,2018-07-03,7.2.0,4.4 and up,0.1825038580246913,,,
My Little Pony Celebration,FAMILY,4.3,63160,17.0,1000000,Free,0.0,Everyone,Simulation;Pretend Play,2016-07-22,1.0.0,2.3 and up,0.0,,,
Sago Mini Friends,FAMILY,4.4,13155,83.0,1000000,Free,0.0,Everyone,Education;Pretend Play,2016-06-16,1.3,4.0.3 and up,0.0,,,
Thomas & Friends: Delivery,FAMILY,4.2,28737,17.0,1000000,Free,0.0,Everyone,Casual;Action & Adventure,2016-02-05,1.0,2.3 and up,0.0,,,
Nasty Goats,FAMILY,4.3,45579,64.0,1000000,Free,0.0,Everyone,Arcade;Action & Adventure,2016-04-14,1.1.0,4.0 and up,0.0,,,
Starfall Free & Member,FAMILY,4.2,19720,41.0,1000000,Free,0.0,Everyone,Education;Education,2017-11-07,1.35.23,4.0 and up,0.0,,,
Animal Jam - Play Wild!,FAMILY,4.6,361970,58.0,5000000,Free,0.0,Everyone,Casual;Pretend Play,2018-08-02,28.0.14,4.1 and up,0.0,,,
Video Editor,FAMILY,4.1,159619,23.0,5000000,Free,0.0,Everyone,Video Players & Editors;Creativity,2018-07-17,6.14.091,4.3 and up,0.0,,,
Real Racing 3,FAMILY,4.5,354384,71.0,10000000,Free,0.0,Everyone,Racing;Action & Adventure,2018-07-02,6.4.0,4.1 and up,0.0,,,
Card Wars - Adventure Time,FAMILY,4.3,129603,23.0,1000000,Paid,2.99,Everyone 10+,Card;Action & Adventure,2016-02-11,1.11.0,2.3.3 and up,0.0,4.75,30750.0,0.0
Monash Uni Low FODMAP Diet,MEDICAL,4.2,1135,12.0,100000,Paid,9.0,Everyone,Medical,2018-07-16,2.0.7,4.0 and up,0.0,4.28,2448.0,7.99
iBP Blood Pressure,MEDICAL,4.4,578,704.0,10000,Paid,0.99,Everyone,Medical,2014-11-30,7.0.1,2.2 and up,0.0,,,
Pedi STAT,MEDICAL,4.6,129,2.9,10000,Paid,5.49,Everyone,Medical,2018-04-06,3.0.1.0,4.1 and up,0.0,,,
ASCCP Mobile,MEDICAL,4.5,63,25.0,10000,Paid,9.99,Everyone,Medical,2016-10-03,2.1.1,2.2 and up,0.0,,,
Paramedic Protocol Provider,MEDICAL,4.5,171,20.0,10000,Paid,10.0,Everyone 10+,Medical,2017-09-21,1.8.3,4.1 and up,0.0,,,
MommyMeds,MEDICAL,3.2,45,21.0,5000,Paid,3.99,Everyone,Medical,2017-11-15,2.0.1,6.0 and up,0.0,,,
Medical ID - In Case of Emergency (ICE),MEDICAL,4.6,717,5.4,5000,Paid,5.99,Everyone,Medical,2018-05-31,6.5.0,5.0 and up,0.0,,,
Human Anatomy Atlas 2018: Complete 3D Human Body,MEDICAL,4.5,2921,25.0,100000,Paid,24.99,Everyone,Medical,2018-05-25,2018.5.47,5.0 and up,0.0,,,
Essential Anatomy 3,MEDICAL,4.1,1533,42.0,50000,Paid,11.99,Mature 17+,Medical,2014-08-07,1.1.3,4.0.3 and up,0.2255163032858345,,,
Vargo Anesthesia Mega App,MEDICAL,4.6,92,32.0,1000,Paid,79.99,Everyone,Medical,2018-06-18,19.0,4.0.3 and up,0.0,,,
EMT Review Plus,MEDICAL,4.5,199,1.8,10000,Paid,11.99,Everyone,Medical,2018-06-27,3.0.5,4.4W and up,0.0,,,
Muscle Trigger Point Anatomy,MEDICAL,4.4,1361,33.0,50000,Paid,2.99,Everyone,Medical,2018-07-17,2.4.4,4.0.3 and up,0.0,,,
2017 EMRA Antibiotic Guide,MEDICAL,4.4,12,3.8,1000,Paid,16.99,Everyone,Medical,2017-01-27,1.0.5,4.0.3 and up,0.0,,,
ASRA Coags,MEDICAL,4.4,15,5.8,1000,Paid,3.99,Everyone,Medical,2018-08-01,2.1,4.1 and up,0.0,,,
IBM Micromedex Drug Info,MEDICAL,3.8,206,9.5,10000,Paid,2.99,Everyone,Medical,2018-04-25,1.17.0,4.0 and up,0.0,,,
Diabetes & Diet Tracker,MEDICAL,4.6,395,19.0,1000,Paid,9.99,Everyone,Medical,2018-07-16,6.5.1,5.0 and up,0.3636273107523108,,,
